       Date   Ip  Remote ASN  Flows 
  07/08/2022  11    8708    2
  07/08/2022  11    9768    1
  07/08/2022  11    9919    2
  07/08/2022  11    11486  4
  07/08/2022  11    14383  6
  07/08/2022  11    14777  10
  07/08/2022  11    14778  14
  07/08/2022  11    14780  1
  07/08/2022  11    15169  4
  07/08/2022  11    17147  2
  07/08/2022  11    17429  1
  07/08/2022  11    17964  100
  07/08/2022  11    20773  8
  07/08/2022  11    25074  7
  07/08/2022  11    25847  20
  07/08/2022  11    27696  749
  07/08/2022  11    32244  1
  07/08/2022  11    35315  1
  07/08/2022  12    4          1
  07/08/2022  12    16        9
  07/08/2022  12    209      2
  07/08/2022  12    1312    84
  07/08/2022  12    3561    3
  07/08/2022  12    4323    12
  07/08/2022  12    5617    82
  07/08/2022  12    6364    3
  07/08/2022  12    6478    9
  07/08/2022  12    7018    932
  07/08/2022  12    7132    3
  07/08/2022  12    7377    80
  07/08/2022  12    17964  99
  07/08/2022  12    27431  1
  07/08/2022  12    27596  2
  07/08/2022  12    27696  14
  07/08/2022  12    29863  4
  07/08/2022  12    30099  4
  07/08/2022  12    33260  4
  07/08/2022  12    33651  11
  07/08/2022  13    2152    1
  07/08/2022  13    3786    2
  07/08/2022  13    4134    6
  07/08/2022  13    4812    2
  07/08/2022  13    4837    14
  07/08/2022  13    5078    2
  07/08/2022  13    5617    1
  07/08/2022  13    14383  2
  07/08/2022  13    17897  1
  07/08/2022  13    17964  1
  07/08/2022  13    25074  1
  07/08/2022  13    27696  1
  07/08/2022  13    32244  1
  07/08/2022  14    3786    3
  07/08/2022  14    4837    1
  07/08/2022  14    7132    2
  07/08/2022  14    14383  7
  07/08/2022  14    14778  2
  07/08/2022  14    17429  1
  07/08/2022  14    17964  99
  07/08/2022  14    25074  7
  07/08/2022  14    27696  119
  07/08/2022  14    31976  83
  07/08/2022  14    32244  1
  07/08/2022  14    33651  2
  07/08/2022  15    209      2
  07/08/2022  15    2152    3
  07/08/2022  15    3356    2
  07/08/2022  15    3561    1
  07/08/2022  15    3786    1
  07/08/2022  15    4134    5
  07/08/2022  15    4837    18
  07/08/2022  15    5617    1
  07/08/2022  15    8070    5
  07/08/2022  15    8075    4
  07/08/2022  15    13867  2
  07/08/2022  15    14383  2
  07/08/2022  15    17964  1
  07/08/2022  15    25074  2
  07/08/2022  15    27696  2
  07/08/2022  16    3786    2
  07/08/2022  16    4134    6
  07/08/2022  16    4812    1
  07/08/2022  16    4837    25
  07/08/2022  16    5078    1
  07/08/2022  16    5617    1
  07/08/2022  16    14383  1
  07/08/2022  16    25074  2
  07/08/2022  16    27696  1
  07/08/2022  17    209      11
  07/08/2022  17    2152    141
  07/08/2022  17    3356    2
  07/08/2022  17    3561    61
  07/08/2022  17    3701    3
  07/08/2022  17    4134    1
  07/08/2022  17    6432    32
  07/08/2022  17    6453    6
  07/08/2022  17    7018    53
  07/08/2022  17    7105    2
  07/08/2022  17    7342    2
  07/08/2022  17    8070    2
  07/08/2022  17    8075    2
  07/08/2022  17    9156    9
  07/08/2022  17    10565  9
  07/08/2022  17    10763  4
  07/08/2022  17    11486  5
  07/08/2022  17    11509  26
  07/08/2022  17    12168  4
  07/08/2022  17    12179  31
  07/08/2022  17    12182  5
  07/08/2022  17    12222  12
  07/08/2022  17    14134  4
  07/08/2022  17    14780  32
  07/08/2022  17    14806  24
  07/08/2022  17    15169  86
  07/08/2022  17    15293  1
  07/08/2022  17    18713  2
  07/08/2022  17    18754  1
  07/08/2022  17    18924  48
  07/08/2022  17    21568  21
  07/08/2022  17    21844  36
  07/08/2022  17    22758  7
  07/08/2022  17    25751  3
  07/08/2022  17    26101  1
  07/08/2022  17    32313  1
  07/08/2022  17    32799  4
  07/08/2022  17    33419  18
  07/08/2022  17    33694  17
  07/08/2022  18    14        4
  07/08/2022  18    29        5
  07/08/2022  18    680      7
  07/08/2022  18    1668    4
  07/08/2022  18    2152    2
  07/08/2022  18    3561    2
  07/08/2022  18    3701    4
  07/08/2022  18    4513    1
  07/08/2022  18    5662    11
  07/08/2022  18    6327    3
  07/08/2022  18    6461    1
  07/08/2022  18    7065    3
  07/08/2022  18    7472    6
  07/08/2022  18    8075    2
  07/08/2022  18    9457    1
  07/08/2022  18    11078  2
  07/08/2022  18    11486  4
  07/08/2022  18    11922  8
  07/08/2022  18    13768  1539
  07/08/2022  18    13789  5
  07/08/2022  18    14492  2
  07/08/2022  18    15169  503
  07/08/2022  18    17964  36
  07/08/2022  18    22489  3
  07/08/2022  18    23719  8
  07/08/2022  18    30209  3
  07/08/2022  18    30315  2
  07/08/2022  18    32346  17
  07/08/2022  19    297      2
  07/08/2022  19    1668    11
  07/08/2022  19    2152    327
  07/08/2022  19    3356    2
  07/08/2022  19    3561    2
  07/08/2022  19    4182    18
  07/08/2022  19    5779    188
  07/08/2022  19    6432    2
  07/08/2022  19    7132    7
  07/08/2022  19    8070    5
  07/08/2022  19    8176    6
  07/08/2022  19    10565  1
  07/08/2022  19    11922  1
  07/08/2022  19    11944  66
  07/08/2022  19    12079  4
  07/08/2022  19    12179  2
  07/08/2022  19    14780  652
  07/08/2022  19    15169  52
  07/08/2022  19    26101  118
  07/08/2022  19    36088  292
  07/09/2022  10    209      1
  07/09/2022  10    701      4
  07/09/2022  10    3269    4
  07/09/2022  10    3320    1
  07/09/2022  10    3462    1
  07/09/2022  10    3561    4
  07/09/2022  10    3671    7
  07/09/2022  10    4766    2
  07/09/2022  10    4812    2
  07/09/2022  10    4837    1
  07/09/2022  10    5089    1
  07/09/2022  10    5462    1
  07/09/2022  10    6128    1
  07/09/2022  10    7021    1
  07/09/2022  10    7029    1
  07/09/2022  10    7738    1
  07/09/2022  10    8167    1
  07/09/2022  10    9304    1
  07/09/2022  10    9916    1
  07/09/2022  10    13462  14
  07/09/2022  10    13609  1
  07/09/2022  10    15833  2
  07/09/2022  10    17839  1
  07/09/2022  10    17897  1
  07/09/2022  10    19262  3
  07/09/2022  10    22909  1
  07/09/2022  10    27364  1
  07/09/2022  10    27699  3
  07/09/2022  10    29032  2
  07/09/2022  10    30776  1
  07/09/2022  10    36727  2
  07/09/2022  11    701      1
  07/09/2022  11    3265    1385
  07/09/2022  11    3462    1
  07/09/2022  11    3561    13
  07/09/2022  11    3786    12
  07/09/2022  11    4134    2
  07/09/2022  11    4766    4
  07/09/2022  11    4812    3
  07/09/2022  11    4837    4
  07/09/2022  11    6327    1
  07/09/2022  11    6461    36
  07/09/2022  11    8881    1
  07/09/2022  11    9318    2
  07/09/2022  11    9908    1
  07/09/2022  11    9916    1
  07/09/2022  11    10316  1
  07/09/2022  11    12271  1
  07/09/2022  11    13571  21
  07/09/2022  11    14265  2
  07/09/2022  11    14777  10
  07/09/2022  11    14778  8
  07/09/2022  11    14780  2
  07/09/2022  11    15169  3
  07/09/2022  11    16243  9
  07/09/2022  11    17672  2
  07/09/2022  11    17897  6
  07/09/2022  11    19262  1
  07/09/2022  11    19318  1
  07/09/2022  11    19875  1
  07/09/2022  11    25847  1
  07/09/2022  11    35315  1
  07/09/2022  12    81        1
  07/09/2022  12    1312    205
  07/09/2022  12    3561    14
  07/09/2022  12    5617    30
  07/09/2022  12    5661    3
  07/09/2022  12    6478    8
  07/09/2022  12    7018    936
  07/09/2022  12    7132    3
  07/09/2022  12    7377    197
  07/09/2022  12    9506    735
  07/09/2022  12    9916    1
  07/09/2022  12    19306  10
  07/09/2022  12    19318  1
  07/09/2022  12    27596  2
  07/09/2022  12    29863  8
  07/09/2022  12    30099  4
  07/09/2022  12    33651  12
  07/09/2022  13    3462    2
  07/09/2022  13    4766    2
  07/09/2022  13    4812    1
  07/09/2022  13    4837    1
  07/09/2022  13    8881    2
  07/09/2022  13    9916    1
  07/09/2022  13    10843  2
  07/09/2022  13    14265  2
  07/09/2022  13    17897  5
  07/09/2022  13    20718  4
  07/09/2022  13    21522  1
  07/09/2022  14    7132    3
  07/09/2022  14    9916    1
  07/09/2022  14    13571  21
  07/09/2022  14    19875  1
  07/09/2022  14    29895  18
  07/09/2022  14    31976  85
  07/09/2022  14    33651  17
  07/09/2022  14    35315  2
  07/09/2022  15    2152    2
  07/09/2022  15    3356    2
  07/09/2022  15    3561    1
  07/09/2022  15    4134    1
  07/09/2022  15    4323    2
  07/09/2022  15    4766    2
  07/09/2022  15    4837    3
  07/09/2022  15    8070    5
  07/09/2022  15    8075    5
  07/09/2022  15    8881    2
  07/09/2022  15    9916    1
  07/09/2022  15    13867  2
  07/09/2022  15    14265  2
  07/09/2022  15    17672  2
  07/09/2022  15    17897  4
  07/09/2022  15    20718  5
  07/09/2022  15    21522  2
  07/09/2022  16    3462    2
  07/09/2022  16    4134    4
  07/09/2022  16    4323    2
  07/09/2022  16    4766    2
  07/09/2022  16    4812    3
  07/09/2022  16    4837    2
  07/09/2022  16    8881    2
  07/09/2022  16    9916    1
  07/09/2022  16    14265  6
  07/09/2022  16    17672  2
  07/09/2022  16    17897  7
  07/09/2022  17    2152    1
  07/09/2022  17    3561    1
  07/09/2022  17    8070    3
  07/09/2022  17    9156    1
  07/09/2022  17    10565  1
  07/09/2022  17    15169  5
  07/09/2022  17    18924  48
  07/09/2022  17    19306  281
  07/09/2022  17    20718  4
  07/09/2022  17    21844  1
  07/09/2022  18    7132    1
  07/09/2022  18    8070    2
  07/09/2022  18    15169  4
  07/09/2022  19    3356    2
  07/09/2022  19    8070    1
  07/09/2022  19    8075    2
  07/10/2022  10    209      2
  07/10/2022  10    600      1
  07/10/2022  10    701      5
  07/10/2022  10    2856    2
  07/10/2022  10    3249    1
  07/10/2022  10    3269    2
  07/10/2022  10    3561    26
  07/10/2022  10    3671    18
  07/10/2022  10    4544    1
  07/10/2022  10    4747    1
  07/10/2022  10    4755    1
  07/10/2022  10    4808    2
  07/10/2022  10    5466    1
  07/10/2022  10    6128    1
  07/10/2022  10    6197    1
  07/10/2022  10    6432    1
  07/10/2022  10    6539    1
  07/10/2022  10    6724    1
  07/10/2022  10    6939    1
  07/10/2022  10    6993    1
  07/10/2022  10    7265    1
  07/10/2022  10    7643    1
  07/10/2022  10    7738    2
  07/10/2022  10    8167    1
  07/10/2022  10    8560    1
  07/10/2022  10    8708    1
  07/10/2022  10    9038    1
  07/10/2022  10    9121    4
  07/10/2022  10    9143    1
  07/10/2022  10    9318    137
  07/10/2022  10    11426  1
  07/10/2022  10    11530  1
  07/10/2022  10    12392  2
  07/10/2022  10    13462  15
  07/10/2022  10    13671  1
  07/10/2022  10    13867  1
  07/10/2022  10    15802  1
  07/10/2022  10    19262  3
  07/10/2022  10    19548  1
  07/10/2022  10    20231  1
  07/10/2022  10    21570  1
  07/10/2022  10    22291  1
  07/10/2022  10    24940  2
  07/10/2022  10    26101  2
  07/10/2022  10    26496  1
  07/10/2022  10    27699  1
  07/10/2022  10    31126  1
  07/10/2022  10    33287  1
  07/10/2022  10    35087  1
  07/10/2022  11    4          1
  07/10/2022  11    209      1
  07/10/2022  11    680      1
  07/10/2022  11    3265    1407
  07/10/2022  11    3320    4
  07/10/2022  11    3356    1
  07/10/2022  11    3561    18
  07/10/2022  11    3786    12
  07/10/2022  11    4134    12
  07/10/2022  11    4323    1
  07/10/2022  11    4808    5
  07/10/2022  11    4837    1
  07/10/2022  11    6079    9
  07/10/2022  11    6461    45
  07/10/2022  11    7015    1
  07/10/2022  11    7788    2
  07/10/2022  11    8708    3
  07/10/2022  11    9318    137
  07/10/2022  11    10316  1
  07/10/2022  11    11486  1
  07/10/2022  11    14777  16
  07/10/2022  11    14778  12
  07/10/2022  11    14780  1
  07/10/2022  11    15169  3
  07/10/2022  11    15496  3
  07/10/2022  11    15670  1
  07/10/2022  11    17672  1
  07/10/2022  11    17897  3
  07/10/2022  11    20401  1
  07/10/2022  11    24940  1
  07/10/2022  11    25847  9
  07/10/2022  11    30380  2
  07/10/2022  11    33287  1
  07/10/2022  11    35315  1
  07/10/2022  12    209      1
  07/10/2022  12    1312    134
  07/10/2022  12    2637    1
  07/10/2022  12    3561    7
  07/10/2022  12    4323    4
  07/10/2022  12    4713    4
  07/10/2022  12    5617    8
  07/10/2022  12    6079    1
  07/10/2022  12    6461    1
  07/10/2022  12    6478    3
  07/10/2022  12    7018    921
  07/10/2022  12    7132    3
  07/10/2022  12    7377    127
  07/10/2022  12    8708    1
  07/10/2022  12    9318    2
  07/10/2022  12    9506    79
  07/10/2022  12    11414  9
  07/10/2022  12    13749  1
  07/10/2022  12    14265  44
  07/10/2022  12    16572  8
  07/10/2022  12    19306  29
  07/10/2022  12    19918  2
  07/10/2022  12    30099  4
  07/10/2022  12    33438  1
  07/10/2022  12    33651  13
  07/10/2022  13    4134    7
  07/10/2022  13    4713    2
  07/10/2022  13    4808    6
  07/10/2022  13    4812    3
  07/10/2022  13    6079    10
  07/10/2022  13    7788    2
  07/10/2022  13    8708    1
  07/10/2022  13    17897  5
  07/10/2022  13    20401  1
  07/10/2022  13    24940  2
  07/10/2022  13    30380  1
  07/10/2022  14    4323    1
  07/10/2022  14    4808    1
  07/10/2022  14    6079    2
  07/10/2022  14    7132    4
  07/10/2022  14    8708    1
  07/10/2022  14    9318    136
  07/10/2022  14    14777  9
  07/10/2022  14    14778  2
  07/10/2022  14    22855  14
  07/10/2022  14    24940  1
  07/10/2022  14    31976  83
  07/10/2022  15    2152    2
  07/10/2022  15    3561    1
  07/10/2022  15    4134    6
  07/10/2022  15    4808    6
  07/10/2022  15    4812    2
  07/10/2022  15    6079    16
  07/10/2022  15    7132    1
  07/10/2022  15    7788    1
  07/10/2022  15    8070    6
  07/10/2022  15    8075    3
  07/10/2022  15    8708    1
  07/10/2022  15    9394    1
  07/10/2022  15    13867  2
  07/10/2022  15    17672  2
  07/10/2022  15    17897  2
  07/10/2022  15    20401  1
  07/10/2022  15    24940  1
  07/10/2022  15    30380  2
  07/10/2022  16    4134    7
  07/10/2022  16    4713    2
  07/10/2022  16    4808    11
  07/10/2022  16    4837    1
  07/10/2022  16    6079    2
  07/10/2022  16    7788    2
  07/10/2022  16    8708    3
  07/10/2022  16    9394    1
  07/10/2022  16    9803    1
  07/10/2022  16    17672  2
  07/10/2022  16    17799  1
  07/10/2022  16    17897  2
  07/10/2022  16    20401  2
  07/10/2022  16    24940  2
  07/10/2022  16    30380  2
  07/10/2022  17    271      12
  07/10/2022  17    1239    2
  07/10/2022  17    3356    2
  07/10/2022  17    3582    5
  07/10/2022  17    3701    3
  07/10/2022  17    8070    5
  07/10/2022  17    9156    3
  07/10/2022  17    10565  3
  07/10/2022  17    15169  31
  07/10/2022  17    18924  48
  07/10/2022  17    19306  36
  07/10/2022  17    21844  10
  07/10/2022  17    30380  4
  07/10/2022  18    3356    1
  07/10/2022  18    6079    2
  07/10/2022  18    8070    2
  07/10/2022  18    8560    1
  07/10/2022  18    9318    136
  07/10/2022  18    9457    1
  07/10/2022  18    15169  4
  07/10/2022  18    27810  64
  07/10/2022  18    30380  1
  07/10/2022  19    209      2
  07/10/2022  19    553      29
  07/10/2022  19    1239    2
  07/10/2022  19    1668    8
  07/10/2022  19    2152    154
  07/10/2022  19    2637    17
  07/10/2022  19    2911    4
  07/10/2022  19    2914    4
  07/10/2022  19    3356    7
  07/10/2022  19    3549    4
  07/10/2022  19    3561    139
  07/10/2022  19    3707    43
  07/10/2022  19    4182    8
  07/10/2022  19    4265    6
  07/10/2022  19    4436    41
  07/10/2022  19    4513    1
  07/10/2022  19    6318    5
  07/10/2022  19    6334    59
  07/10/2022  19    6432    118
  07/10/2022  19    6453    17
  07/10/2022  19    7091    3
  07/10/2022  19    7132    1
  07/10/2022  19    7224    7
  07/10/2022  19    7252    1
  07/10/2022  19    7743    18
  07/10/2022  19    7912    6
  07/10/2022  19    8070    2
  07/10/2022  19    8075    2
  07/10/2022  19    8182    16
  07/10/2022  19    10565  1
  07/10/2022  19    10763  9
  07/10/2022  19    10794  15
  07/10/2022  19    11266  95
  07/10/2022  19    11486  4
  07/10/2022  19    11944  66
  07/10/2022  19    12147  16
  07/10/2022  19    12168  2
  07/10/2022  19    12179  110
  07/10/2022  19    12180  34
  07/10/2022  19    12182  6
  07/10/2022  19    12217  11
  07/10/2022  19    12222  18
  07/10/2022  19    13323  19
  07/10/2022  19    13756  8
  07/10/2022  19    14297  3
  07/10/2022  19    14494  11
  07/10/2022  19    14806  36
  07/10/2022  19    14904  1
  07/10/2022  19    15104  68
  07/10/2022  19    15169  581
  07/10/2022  19    15270  2
  07/10/2022  19    16509  1
  07/10/2022  19    17225  192
  07/10/2022  19    17233  1
  07/10/2022  19    17392  1
  07/10/2022  19    20021  2
  07/10/2022  19    20461  27
  07/10/2022  19    21844  4
  07/10/2022  19    25751  5
  07/10/2022  19    26108  2
  07/10/2022  19    29720  5
  07/10/2022  19    29960  1
  07/10/2022  19    30678  3
  07/10/2022  19    33419  58
  07/10/2022  19    33694  24
  07/10/2022  19    36839  3
  07/11/2022  10    209      1
  07/11/2022  10    701      1
  07/11/2022  10    2379    1
  07/11/2022  10    2706    2
  07/11/2022  10    3215    1
  07/11/2022  10    3320    3
  07/11/2022  10    3462    3
  07/11/2022  10    3561    39
  07/11/2022  10    3671    11
  07/11/2022  10    4134    3
  07/11/2022  10    4538    2
  07/11/2022  10    4544    1
  07/11/2022  10    5462    2
  07/11/2022  10    5739    1
  07/11/2022  10    6327    1
  07/11/2022  10    6432    1
  07/11/2022  10    6461    1
  07/11/2022  10    6478    1
  07/11/2022  10    6724    1
  07/11/2022  10    6939    1
  07/11/2022  10    6993    1
  07/11/2022  10    7643    1
  07/11/2022  10    8151    1
  07/11/2022  10    8167    1
  07/11/2022  10    8737    1
  07/11/2022  10    9143    1
  07/11/2022  10    9824    1
  07/11/2022  10    9829    1
  07/11/2022  10    10532  1
  07/11/2022  10    11398  1
  07/11/2022  10    11625  1
  07/11/2022  10    13367  1
  07/11/2022  10    13462  19
  07/11/2022  10    15395  1
  07/11/2022  10    19262  1
  07/11/2022  10    19296  1
  07/11/2022  10    20001  1
  07/11/2022  10    22869  1
  07/11/2022  10    24651  1
  07/11/2022  10    26831  1
  07/11/2022  10    26904  1
  07/11/2022  10    29717  1
  07/11/2022  10    33650  1
  07/11/2022  11    786      6
  07/11/2022  11    812      2
  07/11/2022  11    1668    2
  07/11/2022  11    1790    1
  07/11/2022  11    2200    14
  07/11/2022  11    3089    5
  07/11/2022  11    3265    1381
  07/11/2022  11    3320    3
  07/11/2022  11    3561    35
  07/11/2022  11    3786    10
  07/11/2022  11    3794    2
  07/11/2022  11    4134    16
  07/11/2022  11    4323    1
  07/11/2022  11    4538    5
  07/11/2022  11    4766    3
  07/11/2022  11    4804    3
  07/11/2022  11    4812    1
  07/11/2022  11    4837    1
  07/11/2022  11    6461    12
  07/11/2022  11    8075    3
  07/11/2022  11    9318    1
  07/11/2022  11    9803    2
  07/11/2022  11    9924    1
  07/11/2022  11    9931    1
  07/11/2022  11    10838  1
  07/11/2022  11    11486  5
  07/11/2022  11    12859  57
  07/11/2022  11    14265  2
  07/11/2022  11    14777  13
  07/11/2022  11    14778  12
  07/11/2022  11    15169  4
  07/11/2022  11    17672  1
  07/11/2022  11    17897  1
  07/11/2022  11    24376  2
  07/11/2022  11    25847  9
  07/11/2022  11    32244  1
  07/11/2022  11    39386  1
  07/11/2022  12    209      18
  07/11/2022  12    1312    257
  07/11/2022  12    3320    1
  07/11/2022  12    3561    2
  07/11/2022  12    4134    1
  07/11/2022  12    4323    4
  07/11/2022  12    6478    3
  07/11/2022  12    7132    14
  07/11/2022  12    7377    236
  07/11/2022  12    8001    1
  07/11/2022  12    9506    79
  07/11/2022  12    11537  1
  07/11/2022  12    11840  1
  07/11/2022  12    13749  1
  07/11/2022  12    14265  365
  07/11/2022  12    19918  207
  07/11/2022  12    22625  1
  07/11/2022  12    29863  8
  07/11/2022  12    30099  12
  07/11/2022  12    33260  4
  07/11/2022  12    33651  113
  07/11/2022  13    1668    2
  07/11/2022  13    3320    7
  07/11/2022  13    3356    2
  07/11/2022  13    4134    84
  07/11/2022  13    4804    2
  07/11/2022  13    4812    1
  07/11/2022  13    4837    1
  07/11/2022  13    14265  2
  07/11/2022  13    17897  1
  07/11/2022  14    3320    2
  07/11/2022  14    4134    3
  07/11/2022  14    4538    1
  07/11/2022  14    7132    2
  07/11/2022  14    14777  6
  07/11/2022  14    14778  2
  07/11/2022  14    22855  16
  07/11/2022  14    31976  83
  07/11/2022  14    33651  43
  07/11/2022  15    1668    4
  07/11/2022  15    2152    3
  07/11/2022  15    3320    8
  07/11/2022  15    3356    1
  07/11/2022  15    3561    2
  07/11/2022  15    4134    106
  07/11/2022  15    4538    6
  07/11/2022  15    4804    6
  07/11/2022  15    4837    1
  07/11/2022  15    7132    4
  07/11/2022  15    8070    5
  07/11/2022  15    8075    7
  07/11/2022  15    13867  2
  07/11/2022  15    14265  2
  07/11/2022  16    1668    4
  07/11/2022  16    3320    6
  07/11/2022  16    4134    90
  07/11/2022  16    4538    16
  07/11/2022  16    4804    2
  07/11/2022  16    4812    1
  07/11/2022  16    4837    1
  07/11/2022  16    9244    2
  07/11/2022  16    9394    4
  07/11/2022  16    14265  6
  07/11/2022  16    17897  2
  07/11/2022  17    3          1
  07/11/2022  17    225      14
  07/11/2022  17    1239    10
  07/11/2022  17    1668    2
  07/11/2022  17    2116    5
  07/11/2022  17    2152    2
  07/11/2022  17    2856    4
  07/11/2022  17    3320    1
  07/11/2022  17    3356    5
  07/11/2022  17    3561    1
  07/11/2022  17    3598    1
  07/11/2022  17    3701    3
  07/11/2022  17    4766    4
  07/11/2022  17    4837    3
  07/11/2022  17    6079    2
  07/11/2022  17    6830    6
  07/11/2022  17    6871    1
  07/11/2022  17    7132    1
  07/11/2022  17    8070    17
  07/11/2022  17    8075    3
  07/11/2022  17    8362    4
  07/11/2022  17    8560    1
  07/11/2022  17    9156    6
  07/11/2022  17    9471    1
  07/11/2022  17    10565  6
  07/11/2022  17    12222  1
  07/11/2022  17    15169  51
  07/11/2022  17    17430  1
  07/11/2022  17    18924  50
  07/11/2022  17    21844  12
  07/11/2022  18    2116    1
  07/11/2022  18    2856    2
  07/11/2022  18    3320    1
  07/11/2022  18    3356    2
  07/11/2022  18    4766    1
  07/11/2022  18    4771    4
  07/11/2022  18    4837    1
  07/11/2022  18    6079    1
  07/11/2022  18    6830    1
  07/11/2022  18    6871    1
  07/11/2022  18    7132    1
  07/11/2022  18    8070    4
  07/11/2022  18    9471    1
  07/11/2022  18    15169  4
  07/11/2022  19    102      192
  07/11/2022  19    299      14
  07/11/2022  19    553      16
  07/11/2022  19    2152    113
  07/11/2022  19    2165    2
  07/11/2022  19    2497    14
  07/11/2022  19    2714    6
  07/11/2022  19    2914    6
  07/11/2022  19    3561    29
  07/11/2022  19    3614    78
  07/11/2022  19    4265    18
  07/11/2022  19    4323    18
  07/11/2022  19    4436    1
  07/11/2022  19    6432    23
  07/11/2022  19    6453    6
  07/11/2022  19    7018    4
  07/11/2022  19    7132    3
  07/11/2022  19    7342    2
  07/11/2022  19    7349    6
  07/11/2022  19    8070    3
  07/11/2022  19    8182    46
  07/11/2022  19    10565  1
  07/11/2022  19    10763  8
  07/11/2022  19    11111  2
  07/11/2022  19    11383  2
  07/11/2022  19    11486  3
  07/11/2022  19    11944  22
  07/11/2022  19    12179  9
  07/11/2022  19    12182  3
  07/11/2022  19    12222  3
  07/11/2022  19    13756  23
  07/11/2022  19    14806  14
  07/11/2022  19    15169  345
  07/11/2022  19    15270  2
  07/11/2022  19    17225  1
  07/11/2022  19    17229  50
  07/11/2022  19    17230  24
  07/11/2022  19    21844  2
  07/11/2022  19    22373  3
  07/11/2022  19    25108  32
  07/11/2022  19    25751  1
  07/11/2022  19    26101  2
  07/11/2022  19    26496  1
  07/11/2022  19    29668  1
  07/11/2022  19    29960  1
  07/11/2022  19    30060  1
  07/11/2022  19    33070  1
  07/11/2022  19    33694  1
  07/12/2022  10    209      2
  07/12/2022  10    1221    1
  07/12/2022  10    2152    1
  07/12/2022  10    2914    1
  07/12/2022  10    3249    1
  07/12/2022  10    3320    1
  07/12/2022  10    3356    1
  07/12/2022  10    3561    31
  07/12/2022  10    3671    18
  07/12/2022  10    4134    1
  07/12/2022  10    4230    1
  07/12/2022  10    4544    1
  07/12/2022  10    4766    2
  07/12/2022  10    4837    1
  07/12/2022  10    5617    1
  07/12/2022  10    6432    3
  07/12/2022  10    6461    1
  07/12/2022  10    6503    3
  07/12/2022  10    6678    1
  07/12/2022  10    6939    1
  07/12/2022  10    7015    1
  07/12/2022  10    7016    1
  07/12/2022  10    7132    1
  07/12/2022  10    7643    2
  07/12/2022  10    7738    1
  07/12/2022  10    8151    1
  07/12/2022  10    8167    1
  07/12/2022  10    8764    1
  07/12/2022  10    9121    2
  07/12/2022  10    9318    1
  07/12/2022  10    9800    1
  07/12/2022  10    9829    1
  07/12/2022  10    11060  1
  07/12/2022  10    11351  1
  07/12/2022  10    11892  1
  07/12/2022  10    13193  1
  07/12/2022  10    13462  26
  07/12/2022  10    13867  2
  07/12/2022  10    14000  1
  07/12/2022  10    15557  1
  07/12/2022  10    15635  1
  07/12/2022  10    17964  99
  07/12/2022  10    19262  1
  07/12/2022  10    19893  1
  07/12/2022  10    20214  1
  07/12/2022  10    22381  1
  07/12/2022  10    23404  1
  07/12/2022  10    24863  1
  07/12/2022  10    27699  2
  07/12/2022  10    29717  4
  07/12/2022  10    31820  2
  07/12/2022  10    33287  1
  07/12/2022  11    3          2
  07/12/2022  11    680      1
  07/12/2022  11    3265    1397
  07/12/2022  11    3320    4
  07/12/2022  11    3462    2
  07/12/2022  11    3561    9
  07/12/2022  11    4134    4
  07/12/2022  11    4266    4
  07/12/2022  11    4657    4
  07/12/2022  11    4755    6
  07/12/2022  11    4766    4
  07/12/2022  11    4812    1
  07/12/2022  11    5089    1
  07/12/2022  11    6461    12
  07/12/2022  11    8075    41
  07/12/2022  11    9808    1
  07/12/2022  11    14777  6
  07/12/2022  11    14778  18
  07/12/2022  11    14780  3
  07/12/2022  11    15169  1
  07/12/2022  11    15464  1
  07/12/2022  11    17429  2
  07/12/2022  11    17547  1
  07/12/2022  11    17964  99
  07/12/2022  11    19262  2
  07/12/2022  11    20214  4
  07/12/2022  11    20473  1
  07/12/2022  11    21840  2
  07/12/2022  11    24376  2
  07/12/2022  12    104      1
  07/12/2022  12    209      24
  07/12/2022  12    1312    106
  07/12/2022  12    2552    1
  07/12/2022  12    3561    15
  07/12/2022  12    4181    1
  07/12/2022  12    4766    1
  07/12/2022  12    6478    13
  07/12/2022  12    7132    28
  07/12/2022  12    7377    94
  07/12/2022  12    8001    1
  07/12/2022  12    9506    469
  07/12/2022  12    11414  8
  07/12/2022  12    11537  1
  07/12/2022  12    11840  4
  07/12/2022  12    14265  260
  07/12/2022  12    16467  6
  07/12/2022  12    17964  99
  07/12/2022  12    19181  1
  07/12/2022  12    19918  371
  07/12/2022  12    30099  4
  07/12/2022  12    33260  8
  07/12/2022  12    33651  86
  07/12/2022  13    3          2
  07/12/2022  13    4134    3
  07/12/2022  13    4766    2
  07/12/2022  13    9803    1
  07/12/2022  13    9808    1
  07/12/2022  13    15464  1
  07/12/2022  13    17964  2
  07/12/2022  13    21840  1
  07/12/2022  14    3320    21
  07/12/2022  14    4323    1
  07/12/2022  14    4766    1
  07/12/2022  14    7132    31
  07/12/2022  14    14778  4
  07/12/2022  14    17964  99
  07/12/2022  14    22855  14
  07/12/2022  14    29895  3
  07/12/2022  14    31976  84
  07/12/2022  14    33651  12
  07/12/2022  15    2152    2
  07/12/2022  15    3561    3
  07/12/2022  15    4134    2
  07/12/2022  15    4766    1
  07/12/2022  15    4812    2
  07/12/2022  15    4837    1
  07/12/2022  15    8070    7
  07/12/2022  15    8075    3
  07/12/2022  15    13867  2
